time,flight,drone_type,v_N,v_E,v_D,a_N,a_E,a_D,wind_N,wind_E,total_mass,battery_power,alt,long,lat,phi,theta,psi,angular_x,angular_y,angular_z,wind_speed,wind_angle
0.0,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.3324017,-79.78239570000001,40.45804724,0.0005601448310831327,0.00994087645430678,-0.5167887664893497,0.0,0.0,0.0,0.0,0.0
0.81,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.335937,-79.78239617,40.45804735,0.0005610107458151774,0.009949569137338164,-0.5167821222767488,0.0,0.0,0.0,0.0,0.0
1.5,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.33227389999996,-79.78239657,40.45804744,0.0005713617701634193,0.009933535118540096,-0.5167572042079702,0.0,0.0,0.0,0.0,0.0
2.3,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.3313241,-79.78239693,40.4580475,0.0005758982623311877,0.009937765247298211,-0.5167452459298522,0.0,0.0,0.0,0.0,0.0
3.0,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.3305754,-79.78239722,40.45804752,0.0005872055968827827,0.00993896782496495,-0.5167316761442883,0.0,0.0,0.0,0.0,0.0
3.8,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.336821,-79.78239742,40.45804753,0.0005867916269908034,0.00995791953299169,-0.5167350405128213,0.0,0.0,0.0,0.0,0.0
4.5,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.3467068,-79.7823976,40.45804752,0.0005986481687520962,0.00996194117279625,-0.516713886217302,0.0,0.0,0.0,0.0,0.0
5.3,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.3633289,-79.78239771,40.45804748,0.0006025338373441855,0.009968555763479306,-0.5167098008734444,0.0,0.0,0.0,0.0,0.0
6.0,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.3873572,-79.78239779,40.45804747,0.0006051744866038645,0.009978727630776094,-0.5167032851709495,0.0,0.0,0.0,0.0,0.0
6.8,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.42691510000003,-79.78239777,40.45804744,0.0006106173429636648,0.010007357987863348,-0.5167044793341182,0.0,0.0,0.0,0.0,0.0
7.5,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.47826289999995,-79.78239775,40.45804742,0.0006086595926985735,0.010020332240608052,-0.5167092264416163,0.0,0.0,0.0,0.0,0.0
8.3,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.543847,-79.78239771,40.4580474,0.000611463413563034,0.01004195533495838,-0.5167201763974181,0.0,0.0,0.0,0.0,0.0
9.02,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.61657710000003,-79.78239761,40.45804737,0.0006062246599678488,0.010071298205700503,-0.5167290101973961,0.0,0.0,0.0,0.0,0.0
9.8,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.69843239999994,-79.78239751,40.45804735,0.000602971888875181,0.010087927956298311,-0.5167379911922224,0.0,0.0,0.0,0.0,0.0
10.5,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.7765278,-79.78239740000001,40.45804735,0.0005930353662546316,0.0101237910569068,-0.5167518912879224,0.0,0.0,0.0,0.0,0.0
11.31,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.8501248,-79.78239736,40.45804738,0.0005897521145600742,0.010127552224554812,-0.5167592719887076,0.0,0.0,0.0,0.0,0.0
12.0,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.92123219999996,-79.78239726,40.45804739,0.0005893597183832627,0.010157534656823801,-0.5167718633008327,0.0,0.0,0.0,0.0,0.0
12.8,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,269.9964456,-79.78239716,40.45804737,0.0005905297020743676,0.010190725055368513,-0.5167773872356548,0.0,0.0,0.0,0.0,0.0
13.51,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,270.0714068,-79.78239702,40.45804737,0.0005743589964284024,0.010211750672001437,-0.516799967403514,0.0,0.0,0.0,0.0,0.0
14.3,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,270.15012210000003,-79.78239687,40.45804736,0.0005817754070094877,0.01023965158307493,-0.516806504355276,0.0,0.0,0.0,0.0,0.0
15.0,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,270.2272815,-79.78239664,40.45804733,0.0005760577817153666,0.010257965549959334,-0.516817847887597,0.0,0.0,0.0,0.0,0.0
15.8,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,270.30342189999993,-79.78239643,40.45804728,0.000598458950000002,0.01026694473064756,-0.5168606608296799,0.0,0.0,0.0,0.0,0.0
16.5,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,270.38043260000006,-79.78239616,40.4580472,0.0006074554363648505,0.010290230657282491,-0.5168583640155334,0.0,0.0,0.0,0.0,0.0
17.3,1,matrice_100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.68,0.0,270.45903730000003,-79.78239585,40.4580471,0.0001986811375852492,0.011057321453788975,-0.5122805200066269,0.0,0.0,0.0,0.0,0.0
18.01,1,matrice_100,-0.00872313451099062,-0.0042518992985759885,0.01530410742431287,-0.1248495491854172,-0.10535857735771137,-1.0151739960968644,0.9042982682002204,0.8320837012521803,3.68,205.38711967707667,270.5359125,-79.78239546,40.45804699,7.154838145985398e-05,0.012748247886282852,-0.501777925452649,-0.306924552709978,1.4360790648159854,-0.6506900051679704,1.200000048,41.0
18.8,1,matrice_100,-0.02132640254366849,0.024850641031375378,0.11369550603356096,-0.05233253817748322,-0.07627621100017799,-1.0165256950974209,0.9616155736200414,0.8112357597422951,3.68,398.50879915794343,270.61393300000003,-79.78239496,40.45804683,0.0035741367647274575,0.015375343288133746,-0.4898424571414734,-3.686640267243343,2.8182970029175802,0.26226724812922986,1.299999952,34.0
19.5,1,matrice_100,-0.058481081253581514,0.09166326266801202,0.25219572519518135,0.02174786777885168,-0.03965485656474698,-1.0218491209990037,1.172119321591565,0.8802319882595564,3.68,487.25378127321403,270.81645530000003,-79.78239482,40.45804711,0.014574412504816309,0.0018900829160906256,-0.47121663286267673,5.219718050098663,8.61634169187056,2.7279231093844456,1.5,40.0
20.3,1,matrice_100,-0.08951967953494082,0.11302949987402926,0.3566711753038777,0.1361973569110399,0.016557706925180535,-1.0202910051063512,1.3722217877028646,0.8509384005694345,3.68,492.34909509089357,271.0754847,-79.78239519,40.45804787,0.02025537095556799,-0.003410785764368097,-0.4597060796544922,0.8085905844913812,0.8607507141035877,-0.029208414367517647,1.600000024,28.0
21.0,1,matrice_100,-0.11427521616119227,0.08077896949801222,0.35948115397693947,0.1797608074017608,0.1184770044379035,-1.0599908887082825,1.3071757825839445,0.9185440489097584,3.68,487.0755257188249,271.4095559,-79.7823953,40.45804847,0.03301529494282047,-0.011882934438967178,-0.4636881210681374,1.3993547619792799,-0.680524662405566,4.395283922064765,1.600000024,37.0
21.8,1,matrice_100,-0.13800160351244045,0.03097696545799967,0.8030722806371872,0.16934732666344543,0.139000073204646,-1.0946361693329525,1.104604570374548,1.1754690511786527,3.68,595.5032621080347,271.6895508,-79.78239606,40.45804885,0.03975570853023325,-0.007705264220350689,-0.4633473861246615,-2.4010919402235604,3.921143699493919,0.6891480782927415,1.600000024,48.0
22.5,1,matrice_100,-0.08656821866177158,-0.034174430972515386,2.0238789376680986,0.11733724913947641,0.07869477973289718,-1.0840309180701801,1.214461674154131,1.4978017883213899,3.68,665.3804840758341,272.8918147,-79.78239679,40.45804885,0.018892403203204768,0.015955017402255252,-0.44745550265115236,-4.697041713265592,-5.303557818344566,-2.376548548223998,1.899999976,49.0
23.3,1,matrice_100,0.053179001267888416,-0.05708870017950117,2.8254917319643704,0.1261199765031523,0.007499530973446139,-1.0831121122627487,1.2984697680932935,2.0301298973470283,3.68,588.8942532988345,274.8511166,-79.78239629,40.45804823,0.0056521351604533554,0.02832428222724692,-0.4660788080203379,10.852406489123313,1.2319919565566222,1.8754231021223005,2.5,54.0
24.0,1,matrice_100,0.16378419193713362,-0.01323574658839082,2.8213261169075503,0.12532776005322208,-0.06046732075306793,-1.0259452571569498,0.46067974578375565,2.5896730234883245,3.68,551.3987885761243,277.05165719999997,-79.78239534,40.45804741,0.01244224615167263,0.0069622733665129525,-0.4490207775406957,-2.9198512510902193,1.592664705999571,-0.8158476679245081,2.799999952,88.0
24.71,1,matrice_100,0.2097869514022314,0.1104137226415161,2.7629830559921507,0.20954951120582282,-0.11636185909891894,-0.9875153053869198,-0.7481277346306294,2.688733083916035,3.68,558.6260542145094,279.2728838,-79.78239261,40.45804757,0.006655478195429637,0.001349793318844939,-0.4311433835129788,4.614231607473319,-0.23610851621785506,3.229799015606205,2.900000095,116.0
25.5,1,matrice_100,0.17841393186572427,0.2847632390682501,2.833444424830302,0.4396018964968225,-0.055261418722508504,-0.9915209476595578,-1.238543216891534,2.440333475428294,3.68,554.3661986574143,281.6729817,-79.78238938,40.45804904,0.012759703641976466,-0.01584748374409025,-0.42982501380281884,5.320393381013572,2.410219444378892,-1.6628752979895791,2.700000048,117.0
26.2,1,matrice_100,0.007605717024553133,0.4184235570381751,2.8803260996849636,0.5858522572932298,0.11821045720064646,-0.9926606885463579,-1.5574084971766857,2.0522997583158946,3.68,549.2780132466937,283.7744565,-79.78238752,40.45805163,0.037415623679904204,-0.05860869612851013,-0.4115112981062354,-1.6249850260397827,6.001969420973204,0.7021653356234365,2.599999905,119.0
27.0,1,matrice_100,-0.2880167832482886,0.4130386989560481,2.9001335709258034,0.6399067396942375,0.37766122826932125,-0.9881709361483353,-2.1740356126220757,1.5143244168979342,3.68,555.2213880758409,286.1339173,-79.78238809,40.45805511,0.07309940750660769,-0.05430964694339407,-0.40666209643158835,7.487094589784859,2.0975991182275187,5.136030344851587,2.700000048,150.0
27.8,1,matrice_100,-0.6022983289013957,0.1549672134897661,2.8790679954564604,0.5423901943833471,0.7018322121052072,-0.9592302210027011,-2.587843974753217,1.2609982485805447,3.68,538.7362494350748,288.4572911,-79.78239257,40.45805755,0.11908041852501777,-0.04215325819940747,-0.40172899707584353,4.728006758937201,2.641916529348917,-1.3104437442886738,2.900000095,155.0
28.5,1,matrice_100,-0.7178445081150109,-0.36494526167379265,2.566667615464014,0.12303179761432095,0.8444972196048808,-0.9480982227023101,-2.3398015240169903,1.7525305831621427,3.68,497.6774295888443,290.44012680000003,-79.7823988,40.45805685,0.13759753402398422,0.013202011828942276,-0.4038814766963241,10.203541068053935,7.382012124805583,-0.72010613387925,3.099999905,156.0
29.3,1,matrice_100,-0.3600814367488786,-0.9706527673985038,2.017356056163662,-0.28311543856486426,0.5062491834861274,-0.9146052340120772,-1.6999032427156258,2.7579275045638942,3.68,490.6891992183229,292.0088238,-79.78240416,40.458052,0.1142498408127368,0.09720282495651607,-0.3853378744046403,6.627917790744496,-7.7959002202320296,-1.9619287283973885,3.400000095,116.0
30.0,1,matrice_100,0.46161748593563523,-1.2187856945662174,1.6607544387120836,-0.7056215069101033,-0.20456409798354985,-0.8924004661281677,-1.6457535663938656,3.3821297046236247,3.68,459.28278749850904,293.47089619999997,-79.78240374,40.45804216,-0.02664148961798586,0.20068088152695676,-0.3924931278887235,2.515865184166561,-15.229008148249584,5.495032750434392,3.799999952,117.0
30.7,1,matrice_100,1.1447666632260212,-0.7263470652427436,0.9719540656210176,-0.7077305292992246,-0.7728122968800649,-0.9124890772972869,-2.5268212059680923,2.664785285097956,3.68,434.0109904363455,294.5298619,-79.78239551,40.4580339,-0.08135248089589045,-0.09117864724739354,-0.4104187103051368,28.905445916495708,-40.984700404386736,2.1479636554055643,4.099999905,175.0
31.5,1,matrice_100,1.5598359556078143,0.3075624132835635,0.3694467490109602,-0.21684295852199914,-1.3321114475466505,-0.9219506589640052,-2.3164734941451828,2.76812041137794,3.68,467.08581310961324,294.76986360000006,-79.78238165,40.45803222,-0.15245243485224796,0.1120862166682734,-0.42657640087472065,-25.341598354270694,15.53403752846061,7.147826684131306,4.099999905,103.0
32.2,1,matrice_100,1.5085778646829726,1.1134562650418158,0.17989125054856742,0.1841427185112521,-1.6567241489695976,-0.9823765547961345,-1.7940514743749847,3.248037098980266,3.68,510.3638803858322,294.9735932,-79.78236654,40.45803788,0.10971657707191666,-0.04211831127656154,-0.5016828531563308,-22.98155969950495,-17.95094608321032,25.83420701193089,3.900000095,117.0
33.0,1,matrice_100,0.6747392996409155,2.198390019815222,0.29962186967536425,0.800748147105048,-1.3580825692834129,-1.0179754477971885,-1.4799428352573654,2.572748268462378,3.68,540.375018630639,294.8335232,-79.78235591,40.45804867,-0.1490088938902053,-0.1590193853657341,-0.6508109624898037,54.237323239631095,-3.693435489397816,-2.7942818207093483,2.900000095,130.0
33.7,1,matrice_100,-0.2610076741941101,3.505074642673925,0.6712210139705904,1.3465464375573106,-0.8714599786551279,-1.0231813922158157,0.09426755325107647,2.2261447151670426,3.68,521.5483650915306,294.9110188,-79.78235558,40.45806833,-0.03743668969078385,-0.08796928634783363,-0.6277319780956897,-4.385541977969936,4.959756785207496,1.1213248719482063,2.299999952,78.0
34.5,1,matrice_100,-1.2958411011207154,3.899453751470859,0.5494210117822742,1.4309906224032736,0.018492286966534842,-1.010986078300326,1.499430532692918,2.2405795862924633,3.68,492.19452840465465,294.7076897,-79.78236354,40.45809596,0.13435017570874133,-0.2180615834675263,-0.6034144691054348,-3.1543433387764517,17.363416653546388,1.45148274865918,2.799999952,44.0
35.3,1,matrice_100,-2.4861539006309363,3.4096471883869697,0.2670666099576633,1.279633870653893,1.2279203346416012,-0.9669458224590534,2.2698059776935624,2.2507496276909085,3.68,468.29455814068535,294.4283833,-79.78238542,40.45812368,0.18879508374700552,-0.17115835078087857,-0.5734365565453072,10.012362355144194,5.947066599691485,1.7812334242651544,3.299999952,48.0
36.01,1,matrice_100,-3.071127937485151,2.185753591179602,-0.05534652137924342,0.5814027878828424,1.8270529178728339,-0.9726741328581807,1.3994381947945487,2.2740487110220378,3.68,461.3750633523867,294.3577637,-79.78241186,40.45814179,0.24606957667633328,-0.049923871577363624,-0.5368074078076343,15.180768195871664,-0.28212860091432185,-2.0756040133175797,3.299999952,64.0
36.8,1,matrice_100,-2.61546700542967,0.6097329813070743,-0.2653409285820134,-0.5647618318087451,1.4392918145548221,-0.9934589947067118,-1.181923538466906,1.192706343075401,3.68,499.93059335452034,294.03403710000003,-79.78243824,40.45814949,0.18204168004703816,0.1182121629112613,-0.4900691263663053,6.106058892797737,-12.75522287531816,4.356906406805989,2.799999952,187.0
37.51,1,matrice_100,-1.2128340997007871,-0.3195442166464967,-0.05826577802461228,-1.3260092087998514,0.4063522747135705,-1.0067100145659995,-2.529245145594517,0.4859208476109968,3.68,534.9445849772214,293.86080400000003,-79.78245852,40.458147600000004,-0.08677325688133188,0.24612946194385266,-0.5448691514126913,-2.718224881969385,-13.33150474239321,6.6804893613493865,2.5,169.0
38.3,1,matrice_100,0.3890902128524913,0.030393261945101658,0.17990774829302825,-1.4297824089702835,-0.9840628108596146,-1.0186741397072736,-2.3217695765361848,1.6991538132563684,3.68,513.7784573809619,293.7333455,-79.7824601,40.45814317,-0.18951827577497862,0.21062870453019433,-0.5286270409889104,-20.534668320631823,-9.68758684396068,5.7665985306208,3.0,138.0
39.0,1,matrice_100,1.3166536971090799,1.4005173136893476,0.214515750303578,-0.7993933148553312,-2.042026574440565,-0.9971838242109407,-1.7402515500159033,2.7264225817645205,3.68,488.9934771537743,293.86891410000004,-79.78244788,40.45814665,-0.2314893797606982,0.07025137234169278,-0.5017548089030399,-16.882796679383066,-3.845867759524498,-4.687046579121095,3.400000095,122.0
39.71,1,matrice_100,1.231597073352862,3.2052578733832084,0.17824198937175956,0.2760550651474744,-2.205393111611189,-0.97058835804695,-0.6858946820072661,3.185554538209182,3.68,470.49104380960927,294.06762549999996,-79.78243345,40.45816138,-0.21184422846093517,-0.074948967099161,-0.44583817019235134,-9.666537062116925,8.85588325660528,1.6786429819200206,3.299999952,104.0
40.5,1,matrice_100,0.17798023738399565,4.773818902452306,0.02820608416165732,1.237194916644461,-1.5116462842324085,-0.9662609561140657,0.710428277928963,3.54950445883334,3.68,453.85721436667245,294.19239849999997,-79.78242487,40.45819216,-0.10544863578164006,-0.21468915321648516,-0.46702983303447676,-0.575991606656041,11.146749175131117,1.8066471391555206,3.700000048,76.0
41.21,1,matrice_100,-1.4782089654518449,5.535361942372156,-0.11710790331316578,1.7478492325903427,-0.06733375656262766,-0.9629590978520453,2.303748848032114,3.781644040817267,3.68,455.80313791738934,294.1309933,-79.78243025,40.45822732,0.029048120248733357,-0.27712697152757054,-0.4546139294234601,2.326788023153579,12.124683738509157,-3.8899574921133895,4.599999905,56.0
42.0,1,matrice_100,-3.0466457764994606,5.0905263636383875,-0.16119983805141785,1.5931052105338455,1.6232376783973606,-0.9826624488613321,3.173224818229353,3.8079191831480066,3.68,465.76955549813977,293.894751,-79.7824541,40.45826878,0.20742431087493982,-0.22208824432656815,-0.44672960933840744,16.115436882674434,16.56195200244883,3.6541050880299575,5.1999998089999995,44.0
42.8,1,matrice_100,-3.865423447875564,3.2799042908498137,-0.23552454304936643,0.8183403749035201,2.4643950080366492,-1.0282704519029315,1.1035058654409484,3.64282488292612,3.68,537.6852669908732,293.5016751,-79.78249090000001,40.45830002,0.3411151304794178,-0.047109650985512785,-0.409686109662776,26.63341082886464,5.596260412663807,4.435739555246481,4.6999998089999995,90.0
43.51,1,matrice_100,-3.5130756114664967,0.9865880825694049,0.08937563955344101,-0.21487297110047612,2.2910302704728176,-1.0523369790487611,-1.9089882269238856,1.8450287743009717,3.68,589.090762162797,293.2409482,-79.78252361,40.45831038,0.20664148186252257,0.08657429561729299,-0.3545263588435171,1.1319821734165372,-28.09120545248232,2.1754203659060285,3.599999905,137.0
44.3,1,matrice_100,-2.083564694038007,-0.30323703310681777,0.669114481244485,-0.9622027031639684,1.1340920791434914,-1.0660096419311578,-3.037271195745231,0.20156562342826784,3.68,568.0301182481335,293.4678082,-79.78255004,40.45830804,-0.013487296067375067,0.220574534234684,-0.3986690916025348,-2.091466235284218,-9.342914170129877,-1.403462812074589,3.299999952,183.0
45.0,1,matrice_100,-0.4263683973154938,-0.15801979781616565,0.8913777775223364,-1.1490667342540748,-0.5069370994394483,-1.0358007718468631,-3.075087101943164,0.6696148901519607,3.68,538.0920887447561,293.6085209,-79.78255791,40.45830343,-0.14476387286985798,0.18374141070650832,-0.4106911874641898,-13.477525614792379,-10.734928941683073,5.118432748315057,3.200000048,165.0
45.7,1,matrice_100,0.5774817239677829,0.9590934203623298,0.7675591728479148,-0.7215027586609417,-1.4687335322991353,-0.9800232160637506,-2.3372304908800046,1.6954663599524893,3.68,489.8336893207905,294.3083958,-79.782554,40.45830506,-0.20436494630481372,0.08968250139196329,-0.37722436121615904,-9.056249405055725,-4.9289150973491775,5.4952829038077455,3.0,145.0
46.5,1,matrice_100,0.7141796014193389,2.3940963853933392,0.3838910741667352,-0.05704720813156021,-1.666032781808744,-0.9391317116361092,-0.9367703430948768,2.5388804155541744,3.68,446.3118382583977,294.9942517,-79.78254511,40.45831816,-0.17597230394946287,-0.024383984541588567,-0.32139517837640913,-5.532997907968012,8.176309303069175,-4.756607780746101,2.799999952,104.0
47.31,1,matrice_100,0.21362599188145787,3.537732660252137,-0.04441315334279694,0.4285701740812134,-1.1953429599662904,-0.9192506938944932,0.6405204593411548,2.8108294526318995,3.68,416.8006180807489,295.4054474,-79.78254012,40.45833943,-0.1013134103721306,-0.1006965884339037,-0.31807673220064336,-3.557429747370196,0.31681913276143064,5.633313765162256,3.0,73.0
48.0,1,matrice_100,-0.5755253575461993,4.104624154539026,-0.4217384170945513,0.5706403162697785,-0.40862073351416733,-0.9438023979871044,1.9931066819029948,2.48319053890227,3.68,417.943971157981,295.58485260000003,-79.78254293,40.45837087,0.003986991348182057,-0.11281270634906057,-0.32025509325203827,2.0815601387810823,5.684620875209072,-2.3356397627221135,3.400000095,49.0
48.7,1,matrice_100,-1.2454505754679543,4.0842873006162295,-0.6145202694411929,0.38161951953373624,0.2195140560656462,-0.9798444780911149,2.9381442729035787,1.5619429983695763,3.68,450.6215228716377,295.355103,-79.78255326,40.45840016,0.07002456855208071,-0.07466672242389204,-0.2924033491769556,12.06503396189478,-0.20428701323408427,-3.696055281620272,3.5,27.0
49.5,1,matrice_100,-1.5110146303284167,3.6720044929823366,-0.5473230009062923,0.026528204954163637,0.5518282363072847,-1.021752612498266,3.177638193068691,0.22492847689783954,3.68,489.2229338144637,294.5262532,-79.78256889,40.45842961,0.05531598637303681,-0.002409241651138333,-0.274660545318664,4.122840943494012,-5.4728738941866055,3.428360919959783,3.299999952,356.0
50.3,1,matrice_100,-1.3353758977064636,3.1947094970429775,-0.29376753623441865,-0.3161879292144964,0.4631442468766808,-1.0497402764741666,2.858737044705145,-0.6320579157605082,3.68,514.2601576246768,293.8545022,-79.7825838,40.45845437,0.03869758874431468,0.05832099869282825,-0.26622203836685127,-5.258625837796832,-7.565614444902973,1.0893327994288249,2.900000095,349.0
51.01,1,matrice_100,-0.9361189484002586,2.941679128834125,0.032747897743710966,-0.5098383907566615,0.10884011331723717,-1.044240392103595,2.502295646474761,-0.4998064302578255,3.68,520.2334200935609,293.48933450000004,-79.78259362,40.4584737,-0.01187094301527418,0.058186115431489153,-0.25654330474212417,1.1352942132470702,-4.701158987981402,-7.07236418910379,2.5,347.0
51.8,1,matrice_100,-0.5741938940615121,3.034492588706886,0.18946753383575426,-0.5318322433676252,-0.25813349897123,-1.0176382244023041,2.4306592347297085,0.08092211560394921,3.68,497.01232017398723,293.3469147,-79.78260086,40.45849571,-0.05353117990392754,0.04934243107659501,-0.24472241477668488,2.2479520672198916,-0.20786060829809472,-0.6664348853781653,2.400000095,1.0
52.51,1,matrice_100,-0.38710052569361214,3.37192129824117,0.13487571904011014,-0.399740512235753,-0.5226072186540092,-0.983865596709317,2.6168320296270746,0.7038863307901483,3.68,458.476884691757,293.6224484,-79.78260421,40.45851682,-0.07505037399663085,0.02841372961010048,-0.238823145002581,1.2444570544601499,-2.1985875132816872,2.153223121485968,2.799999952,19.0
53.3,1,matrice_100,-0.42801585084942834,3.7854971517483422,-0.05009582663120486,-0.23659202026219778,-0.4866838312155862,-0.9578453003551403,2.8771725025653874,1.124625113051934,3.68,436.6515612206931,293.855555,-79.78260706,40.45854076,-0.06775024075314937,-0.0155355683410374,-0.22409251307287134,1.7328522950865124,0.08012751739547098,4.2919786002786475,3.099999905,21.0
54.0,1,matrice_100,-0.643330982381004,4.051646460640224,-0.3093024881085826,-0.08639129777311055,-0.31726613367118667,-0.9616109166683783,3.221841572850001,1.2591728652687524,3.68,433.7030495324245,293.94203799999997,-79.78261228,40.45857108,-0.017732911254536143,-0.03604907136396252,-0.23627044452336166,6.573951640866257,2.426284894475463,1.0020334547201424,3.5,20.0
54.8,1,matrice_100,-0.8929251884804437,4.07815444575685,-0.4515721452283648,-0.11711255012301605,-0.10994792238564957,-0.9843175735131376,3.6180037424295124,1.0511263777238797,3.68,458.8102307556372,293.8492512,-79.78261951,40.45859859,0.00024339665012771495,-0.016938841355283757,-0.22767342794604728,-1.0476002152091017,-1.5567905006435012,1.631711493258839,3.900000095,15.0
55.5,1,matrice_100,-1.030589230656401,3.9707426059404782,-0.36199460497651115,-0.21961697475572808,0.023259652214971567,-1.004861230163136,3.7018024158330354,0.48105360823891596,3.68,478.82063342525464,293.47991989999997,-79.78262978,40.45862895,0.001959557107216629,0.004075449546965138,-0.20242711076001912,2.2503464578457435,-0.443098687033587,4.253652250150976,3.700000048,6.0
56.2,1,matrice_100,-1.0107893349067998,3.826952429432649,-0.23181280336699484,-0.32532661899759663,-0.011464729689639947,-1.022069616745618,3.56242516104784,-0.008399433382527455,3.68,474.7582348624236,293.15897789999997,-79.78263986,40.45865444,-0.010086922852182656,0.03878253946887908,-0.2032486770056919,-4.524653265838724,-1.977778402588313,1.0461124157024853,3.5,0.0
57.01,1,matrice_100,-0.9336304871435684,3.748972763720242,-0.14196492905575472,-0.4092086451821736,-0.06917180766788622,-1.0173444679042507,3.57352527230388,0.009828308554428549,3.68,476.233648237319,292.9617791,-79.78265004,40.45868232,-0.027053905540189147,0.013363099003172417,-0.19892086172074663,-3.025526841979015,0.4580844554610132,-3.9945268733871258,3.599999905,1.0
57.8,1,matrice_100,-0.8795406352869726,3.751738430338868,-0.09207810038705544,-0.3831465248378855,-0.13423099926113322,-1.0072396911918158,3.641000369263098,0.24201480496347583,3.68,464.78447355842565,292.9118008,-79.78265917,40.45871001,-0.02832797701363424,0.01089964221546717,-0.1962259838839038,-4.507254199178206,0.5632085744719952,1.230121879609095,3.700000048,4.0
58.5,1,matrice_100,-0.8617821969968766,3.7853112944592042,-0.1015480770129407,-0.3414504368173238,-0.15859952646519038,-1.0029510901016487,3.610014264091498,0.25908484367374945,3.68,467.7747959088263,292.92668389999994,-79.78266689,40.45873469,-0.03100551251111945,0.0031806788469176703,-0.18294483917633855,0.6743038877364922,-0.5462955479090874,2.2681275727640537,3.599999905,5.0
59.3,1,matrice_100,-0.8816289557181778,3.830496080598819,-0.03853823183746413,-0.313359079264537,-0.1572530144872636,-0.9996544467969141,3.5648145314305366,0.06903483980516018,3.68,475.40296855369644,292.95822189999996,-79.78267557,40.45876293,-0.02409116197841606,0.0020564749261690386,-0.16882630165483176,1.501401410081055,0.8067693808437784,-0.3086580938149258,3.5,1.0
60.0,1,matrice_100,-0.9177350550627222,3.847657897799098,0.05542324255751067,-0.32496821874948495,-0.16015466157708155,-1.0013277158065326,3.588254773010715,-0.0753735032440288,3.68,471.838241954799,293.0468773,-79.78268378,40.458788,-0.022870546488420827,0.0008682031864052115,-0.17480853482702205,-3.1290432987126393,0.15139882615160483,4.218671457884854,3.599999905,358.0
60.8,1,matrice_100,-0.9434144542285523,3.833514364024663,0.07981897529754248,-0.32801206731099775,-0.13884242863490023,-0.9950401377235929,3.6584298990397146,-0.025309975450455775,3.68,469.8003031915964,293.1865105,-79.78269301,40.45881638,-0.020566426027917254,0.00883709778068455,-0.17836965435751054,2.573302369663482,2.1934819436650557,0.5172546091050865,3.700000048,358.0
61.5,1,matrice_100,-0.9680466600988339,3.8284448916328144,0.0514050512331818,-0.3409413786027079,-0.13409058222310116,-0.991008248353657,3.694030718610486,0.12899249846464814,3.68,451.6471155935469,293.31116910000003,-79.78270102,40.45884088,-0.02061267777422234,-0.0025633014750388737,-0.1639187866320207,-1.3322248494621312,-2.615481345301391,-9.403491107048335,3.700000048,3.0
