time,flight,drone_type,v_N,v_E,v_D,a_N,a_E,a_D,wind_N,wind_E,total_mass,battery_power,alt,long,lat,phi,theta,psi,angular_x,angular_y,angular_z,wind_speed,wind_angle
33.0,86,matrice_100,-0.04308189489466827,-0.005150484627795083,3.0126802703522606,0.04008350891402425,-0.09901872400992079,-0.9981950358113488,-3.175582712749608,-1.447101541253771,3.93,674.13908544817,307.04357930000003,-79.78275451,40.45896434,0.03036426701216433,-0.031425113434489955,-1.6792453544690575,7.588197576398054,1.766451571517015,7.500173497374311,3.5,204.0
33.7,86,matrice_100,-0.03854896197588764,-0.01170588389492,3.0294625899775918,0.07234118557695404,-0.09230299771520703,-0.9986955014700634,-3.0919228350080155,-1.4606567702962532,3.93,658.327700791454,309.1175807,-79.78275516,40.45896452,0.025027669755993003,-0.026264347258190303,-1.6810342502157931,4.709145618575069,0.2271970171512878,5.7046606470515675,3.400000095,206.0
34.5,86,matrice_100,-0.026328333205213106,-0.02359410856671586,2.9976571998154697,0.02066061589338135,-0.08370297649155348,-1.0001536901058856,-2.946101525135618,-1.4184630208256057,3.93,659.1133044689409,311.49996969999995,-79.78275564,40.45896458,0.024908168590998002,-0.02634185829614155,-1.6777124095389353,-3.9332207903785843,-3.115200638382279,0.6818288862346221,3.200000048,206.0
35.2,86,matrice_100,-0.008532696184965714,-0.0405724180446563,3.010043386522466,0.025219272571109376,-0.08658055350604771,-0.9961202399924259,-2.9110227718082533,-1.3761111135489987,3.93,673.4326645122158,313.56773019999997,-79.78275597,40.45896462,0.025392628000075218,-0.027460868312440653,-1.679397987367126,4.0687407214917135,2.0068835126653686,3.517863974940098,3.200000048,205.0
36.0,86,matrice_100,0.006953977634450358,-0.03967540953822278,3.009443277762879,0.014563991025425466,-0.09122259456335116,-0.9991900228646445,-2.98084171626586,-1.2592732017822825,3.93,667.3529651489746,315.95431160000004,-79.78275613,40.45896447,0.022038583939069118,-0.02327308445999212,-1.6715045951805878,-0.043584441109365615,5.894958265463958,3.5794148255187195,3.200000048,205.0
36.7,86,matrice_100,0.022254684092853548,-0.019256924504041602,3.0018816031860167,0.027670245384122428,-0.09509325800057264,-0.9963558491382459,-2.9803764803515116,-0.9730736251212461,3.93,647.8664514712436,318.01905849999997,-79.78275608,40.4589645,0.020434584594713253,-0.021280510238688363,-1.6732540231229165,0.39646444887651955,-0.859387131846956,0.2756382496026389,3.099999905,196.0
37.4,86,matrice_100,0.02925892934929745,-0.0010499071468911853,2.9721396733245187,0.05653241140582406,-0.09275737173349674,-0.9941016624661451,-2.9166962593446124,-0.7817070876933719,3.93,646.624877251929,320.3961337,-79.782756,40.45896466,0.03166710010418011,-0.032395480177619264,-1.6710754787493858,-3.1072827054282475,-3.205577052929711,-3.998703105460055,3.0,194.0
38.2,86,matrice_100,0.030369300350585736,0.006443380202594416,2.9324173014559087,0.049454713500780054,-0.09908316452414051,-0.9982606349205554,-2.925003336806967,-0.7891710490464788,3.93,665.9194868778944,322.4410288,-79.78275596,40.45896491,0.019790443472389202,-0.0213111758425707,-1.671754570783466,-1.3927688413073698,-3.294565018852203,5.588464175945463,3.0,196.0
39.0,86,matrice_100,0.03790177611850838,0.013062350853374621,2.963193580174606,0.0745168945482954,-0.09191809555716471,-0.9969470089749904,-2.917086086386251,-0.8520616304184163,3.93,661.3487677305596,324.7533534,-79.78275584,40.45896519,0.020190386541218464,-0.02146151027019763,-1.6711580524431215,-2.267227513363683,1.415776018866627,0.9128867794883991,3.099999905,195.0
39.7,86,matrice_100,0.04379982841647041,0.025264134393973486,2.959531197334552,0.06950548353405259,-0.09861565840281707,-1.0044020545488481,-2.888761014426499,-0.9105476239941751,3.93,658.1460623385119,327.0625689,-79.78275554,40.45896554,0.023710932790691985,-0.024780666654140963,-1.6678551101212158,-6.659842139652493,-5.358642840205135,-2.8571276704965247,3.099999905,197.0
40.4,86,matrice_100,0.04270745490178231,0.01983872157467213,2.953633095403319,0.0712944373104422,-0.10031514958145724,-0.9988445369607748,-2.8470015235373305,-0.9743981013882925,3.93,676.271862248563,329.080147,-79.78275534,40.45896581,0.021390601530852035,-0.02230439809335834,-1.6697086911545953,-1.9623622282651847,-2.8449795328452634,-0.16690415270765566,2.900000095,199.0
41.2,86,matrice_100,0.025288257891185738,0.005956627304389587,2.9714095725484335,0.10227545362799606,-0.10285744029833814,-0.997371639448912,-2.8735158972765813,-0.9210280313243274,3.93,664.8325896340959,331.42041800000004,-79.78275518,40.458965899999995,0.02524297475342463,-0.026010278532759574,-1.6675873535319736,3.8592455791956697,-1.078205787160046,-4.014029153522009,3.0,197.0
42.0,86,matrice_100,0.009149758011758725,-0.004769755155683499,2.9689170106711433,0.10513097905917279,-0.1394849665194441,-0.9968996681922635,-3.026852547303587,-0.7462263428131123,3.93,652.0048735360555,333.4654124,-79.78275521,40.45896593,0.022097702238571444,-0.02319683395011953,-1.6663464054140444,1.3346964175029872,3.613833030525803,1.472553042391998,3.200000048,192.0
42.7,86,matrice_100,0.005855511480011433,-0.013987859988924817,2.9606732862585785,0.1146078240443581,-0.15220683978308686,-0.993715204901687,-2.9655187019120772,-0.8932821179392819,3.93,668.3497264091554,335.5160525,-79.78275532,40.458965899999995,0.020434936039188924,-0.021336577384484325,-1.6643663985798234,0.10717484955131419,0.6346705635823486,5.720982667648799,3.099999905,198.0
43.5,86,matrice_100,0.004963556894068568,-0.007293753762786648,2.9640456400135484,0.1418806396387721,-0.15051952417674086,-0.9696844758515398,-2.749327613276227,-1.1926164298353736,3.93,656.4962371281733,337.8474124,-79.78275508,40.45896578,0.025569411649313183,-0.02609987720688723,-1.6627012483736636,2.2548381604806713,1.8956671334187603,-7.099276016741084,3.0,204.0
44.2,86,matrice_100,0.0035421243311145774,0.00926323418277296,2.7721467008545693,0.15133863369627792,-0.14604939566359582,-0.9485618760971029,-2.863304413006582,-0.9917993151124049,3.93,572.5999739122232,339.879204,-79.78275514,40.45896584,0.012368486558375573,-0.013071077273054874,-1.665897168638379,4.864835955907984,-1.498718306022237,0.4095868439626213,3.099999905,199.0
45.0,86,matrice_100,0.001876431196423767,0.014363972497034985,2.193344974221062,0.10460420898762697,-0.10890707618486258,-0.9240901400551735,-2.980754790732668,-0.5614948169879559,3.93,532.9914923345073,341.87155939999997,-79.78275515,40.45896586,0.025390473723103654,-0.02645058940799331,-1.662672660756613,-3.6776986878925317,-4.74522568766693,0.7543391016311675,3.099999905,188.0
45.7,86,matrice_100,0.019127039287643817,0.006460413653471955,1.6200774787867744,0.1319390025067904,-0.07167361328350198,-0.8990628043040745,-2.679671842558315,-0.4009204634301809,3.93,509.93208386825535,343.1373828,-79.78275539,40.45896562,0.010185268147234208,-0.011137437025064123,-1.66301835708005,1.9493325950461144,4.078119811414886,-2.3796191436396628,2.599999905,188.0
46.4,86,matrice_100,0.047333179928035415,0.011194778415397313,0.9352083706555202,-0.25671809912106813,-0.23874239880702758,-0.9274612052058293,-2.2182886583694383,-0.33902427867432444,3.93,502.5908236160056,344.25006129999997,-79.78275513,40.45896544,0.032526952381273906,-0.03217081408063751,-1.5475300320738863,0.7109134271268326,-2.1618404640205156,-49.39916219331212,2.200000048,190.0
47.2,86,matrice_100,0.3224947638005383,0.10254686985111854,0.3726513047344598,-0.92962968430191,-0.43587636389140394,-0.9434755996973181,-1.7772341689786337,0.05170976870928865,3.93,553.3620808149327,344.2816165,-79.78275425,40.45896562,-0.017026617686700062,0.02062003781942076,-1.1239671124439874,-8.107453355194195,-30.273457709841708,-18.87167946240725,1.7999999519999998,178.0
47.92,86,matrice_100,1.363921922271754,0.557212989810503,0.2345955650219352,-1.7631461366821188,-0.5682584593961508,-0.9618775698252771,-1.33437122217275,0.8203707666768052,3.93,579.2832763161372,344.37152119999996,-79.78274803,40.45896797,-0.24508750213987499,0.22715082571947431,-1.170810773599988,-4.796916564844924,-10.093823431807833,-0.34040396636973935,1.5,149.0
48.7,86,matrice_100,3.0522473982372356,1.3444908634753472,0.11926175122119384,-2.6455107228272414,-0.5709572640643629,-0.9824821835814751,-0.37071263478688354,1.9967037855857726,3.93,603.7412217267013,344.3706973,-79.78272667,40.458976899999996,-0.3226219941082564,0.3070160872300316,-1.1766549659245489,5.592961436271002,1.650034511659784,-2.8136537529458394,2.200000048,100.0
49.41,86,matrice_100,4.789121587500181,2.1510052312222347,0.08567063475721456,-2.77945866189578,-0.15149512254405834,-0.9783116544383855,1.199747710464222,3.4252578812795234,3.93,613.4174947913025,344.3603518,-79.78269347,40.45899174,-0.3029749180369787,0.2937072790009848,-1.160115134222191,1.1699013797349875,1.3634574091282872,-0.156539117010621,3.700000048,68.0
50.2,86,matrice_100,5.982924012318824,2.7587643356660236,0.2030875056941488,-2.2364269016067975,0.42564746502493617,-0.9767850988271605,2.1167725795468306,5.041116438490928,3.93,565.7379768154182,344.38557460000004,-79.78264881,40.45901324,-0.22127474717964482,0.2240390756880909,-1.1450367073074874,-1.5054017441108793,17.316597407317275,4.906798926457129,5.900000095,61.0
50.9,86,matrice_100,6.1470110919841074,2.9611949813693252,0.2237898698325867,-1.3100245573315359,0.8332883073928976,-0.9774735638169402,1.3962044556482056,6.547912526972913,3.93,496.2332390021368,344.41951780000005,-79.78258914,40.45903979,-0.03349281062958439,0.05312955735486307,-1.1607270178468216,-7.703785738213069,12.52426519238275,-4.74244283165598,7.099999905,77.0
51.7,86,matrice_100,5.444862986896796,2.7059307916736595,-0.0781351709539086,-0.5740608570206682,0.8759440979771818,-0.9870596232909955,-0.46612251172435054,6.8788717641559725,3.93,477.37340632244207,344.3914187,-79.78253858,40.45906088,0.12413196353694125,-0.09636075102292402,-1.1319454731403955,-6.589362257498772,0.8878044633867366,-6.605709029872752,7.099999905,101.0
52.41,86,matrice_100,4.5745264314232275,2.3424754466893285,-0.3155028946707748,-0.3534590464800417,0.6336620583701914,-1.002525081923428,-1.1388910419901808,6.2103428316408555,3.93,506.31080127232946,344.2474215,-79.78249106,40.45907794,0.04484254221838934,-0.04551139764095635,-1.125837094264784,2.8415083253392424,-7.111495659525177,-4.491604143483106,6.3000001910000005,100.0
53.2,86,matrice_100,4.1752869199608025,2.261267932462473,-0.1807475398322676,-0.6384296460822684,0.2554220257335436,-1.0105289251858955,-0.1658707251605974,5.441716106465464,3.93,551.3168025101245,344.0365832,-79.78245659,40.45909043,-0.06960345090233871,0.04921311811823248,-1.0772102946950235,5.627155099118174,-3.8089967221964605,0.44736899877647657,5.3000001910000005,91.0
54.0,86,matrice_100,4.256219378219581,2.409050097648482,0.027332942383933818,-1.1117642806007857,0.08994972060725806,-1.0140658801373283,0.6768687013014304,5.090685974136514,3.93,571.6499912510671,343.9433749,-79.78241829999999,40.45910662,-0.12261924394364193,0.10919275722059851,-1.0947260847451867,1.6562205650864732,1.4093158051349681,8.407473651881286,5.0,80.0
54.7,86,matrice_100,4.452467822131565,2.6026503777837826,0.09803455354672705,-1.4411223610455886,0.13438027512614442,-1.0021797117184008,1.0746978171491666,5.352329612322718,3.93,552.2183326378761,343.93756129999997,-79.78238346,40.45912227,-0.11632350291584498,0.11203578874163568,-1.1113235619067605,-2.489555305988831,-5.38687969003945,-5.709170684335939,5.5,78.0
55.51,86,matrice_100,4.663015825829206,2.747843511957165,0.0942829078042937,-1.5710514310882693,0.2569225622212009,-0.9824615136123107,1.3651140409646558,5.800477887042154,3.93,517.6914041073026,344.0924227,-79.78234134,40.45914197,-0.12581157016716876,0.12278481683781045,-1.1179627925427702,1.8872544514086342,6.02587935083447,-4.90230848432935,6.0,76.0
56.2,86,matrice_100,4.899505081688528,2.8460870142100627,0.08244948026093933,-1.5444534189153125,0.4192430877407786,-0.9824590311446109,1.5399082847450385,6.08751560910889,3.93,514.7516109060484,344.3081896,-79.78230168,40.45915972,-0.11925041784604003,0.11695904741329263,-1.1162500355641614,3.819198464921882,7.189330772782331,4.275336410865497,6.3000001910000005,75.0
57.01,86,matrice_100,5.049058335790738,2.9037601240218747,0.1270246383770572,-1.5908873905077916,0.4581569242109279,-0.9810302298556293,1.329854001303325,6.335347964792432,3.93,529.0230306244373,344.5105517,-79.78225431,40.45918067,-0.0915083123072373,0.0908950345059293,-1.115636352134702,-7.838609411013556,2.832935558921156,-2.0502964102108714,6.5,78.0
57.7,86,matrice_100,5.095197790480715,2.9123287843413115,0.14622661671774478,-1.5374524857293088,0.5420148331413036,-0.9801164590120679,1.1350604246241491,6.571943346107072,3.93,520.7736465612101,344.70282010000005,-79.78221212,40.45919914,-0.09621615793348712,0.09908809112944042,-1.1106148230790571,2.5587924999806915,0.9051246910546437,8.964216053860554,6.6999998089999995,80.0
58.5,86,matrice_100,5.111310064070279,2.890059229812632,0.07890912822600209,-1.565050175304504,0.5581070532953172,-0.9844133707738463,1.2162904134834007,6.689902716268554,3.93,504.5533558002404,344.88820669999996,-79.78216375,40.45922007,-0.09857413464253977,0.09810164269752089,-1.1159994755025875,1.1558897541508428,1.9240711150419145,4.391162350165492,6.8000001910000005,80.0
59.2,86,matrice_100,5.124167145412183,2.859384392121544,0.02838225321841591,-1.5917223923132222,0.5335748924413216,-0.9813049143458794,1.3093442446768313,6.733248235177103,3.93,510.70252548047245,345.00924710000004,-79.78212146,40.45923814,-0.10557200742660136,0.10577048870384444,-1.122489122235612,0.5436301482461388,1.1397388187512387,14.546673913239657,6.900000095,79.0
60.0,86,matrice_100,5.1338017216466,2.836773013517475,0.03160830551331252,-1.5998760911977885,0.5077822311431146,-0.9839095179434908,1.2956352965379185,6.725832884871866,3.93,525.2824342333258,345.0856478,-79.78207291,40.459258500000004,-0.09070426522610252,0.08858777932465346,-1.103957812124699,-0.3566767125965884,-1.5808679633640634,-7.7513246767286486,6.900000095,79.0
60.71,86,matrice_100,5.1256814833826985,2.8563625665189845,0.03990701892899564,-1.6445069076728287,0.4630556782913671,-0.9860255989100105,1.0730420482322303,6.692364727907005,3.93,534.9730511196838,345.143204,-79.78202438,40.45927885,-0.09811949299425916,0.09477193580619085,-1.1015460350914015,0.7935117677180258,0.8938075140936607,6.159439823584029,6.8000001910000005,82.0
61.4,86,matrice_100,5.11168627047252,2.9026501964944846,0.01419229536960077,-1.5937988521154487,0.42181332944268785,-0.9884520489889258,0.9467196023789619,6.652267110214058,3.93,534.0503674520413,345.1829684,-79.78198242,40.45929708,-0.0950239408456336,0.09414937182521341,-1.1062097399190867,-2.3621120744347635,-8.039454552180729,9.173845612055336,6.6999998089999995,82.0
62.21,86,matrice_100,5.101091510534287,2.940156663705499,0.00925880021388692,-1.5905050791811577,0.431603437158271,-0.9837506315063832,1.0478484478662202,6.615900262594806,3.93,538.255608765188,345.2408984,-79.78193418,40.459318200000006,-0.08973755268485145,0.0864298199518279,-1.1073121848001222,2.6499234426485314,-3.2366823586695688,11.994756448434302,6.6999998089999995,82.0
63.0,86,matrice_100,5.093580545954671,2.958391419308979,0.008982138560519898,-1.533427346126918,0.45372869639987023,-0.9850444826670458,1.1024779635227024,6.587101861963676,3.93,544.5630163744942,345.33228330000003,-79.78189214,40.45933676,-0.08856324335953368,0.0871565570908139,-1.1051879104341689,3.6934572617940304,3.5333211157455784,-11.252433589569955,6.6999998089999995,79.0
63.7,86,matrice_100,5.103366313172954,2.9496516904172183,0.03286080985640982,-1.4822449236752275,0.44974408779186525,-0.9884384002648707,0.9893430738069118,6.534279248115401,3.93,547.6014453372617,345.4058077,-79.78185012,40.45935545,-0.08657399883666536,0.09285597608802842,-1.1069520914857456,2.561518174803687,4.246512164699616,1.064539311351688,6.599999905,81.0
64.5,86,matrice_100,5.140480403833648,2.9146929865331197,0.07701711582238763,-1.4605280680271737,0.4651198292567479,-0.982754328308624,0.7801828499070134,6.431383987065084,3.93,552.3601384588283,345.5092089,-79.78180178,40.45937644,-0.08308423573008296,0.08948631857637207,-1.0985211293168426,8.64254826575783,2.063674000698925,-8.129651459050947,6.5,83.0
65.2,86,matrice_100,5.167290022570446,2.8887430460304797,0.04252217690043274,-1.4652593002389793,0.4566061894498506,-0.9828156088409419,0.6101928964410414,6.329830020285181,3.93,543.2529480866783,345.61624930000005,-79.78175908,40.45939472,-0.08918477577402234,0.09175396516887611,-1.1050662053596287,-6.433429902793195,1.026474000795479,-2.758444685722624,6.3000001910000005,85.0
66.0,86,matrice_100,5.160826485377939,2.886215370109075,-0.017947810802920294,-1.4113860763485642,0.449894132699331,-0.9805205033899332,0.676383843957437,6.321893040616006,3.93,542.8526111546582,345.7126086,-79.7817103,40.45941527,-0.0888053026895521,0.0915747311682059,-1.1058743972441891,-7.970240792162691,-1.4279720557895612,1.0206225547211463,6.400000095,85.0
66.7,86,matrice_100,5.155768295296795,2.8865543160068254,-0.03874656797966164,-1.3997825949748985,0.4119096084977669,-0.9841979697641221,0.7909465611653591,6.350063118253367,3.93,550.1645767136879,345.76325249999996,-79.7816677,40.45943325,-0.08808648368837386,0.08705291358619113,-1.1022087084792689,-3.265096825420373,-2.6433583203445834,4.231548913513537,6.400000095,84.0
67.5,86,matrice_100,5.161872234987326,2.910789485444325,0.0074810550634262455,-1.3696195111963068,0.4101503740977141,-0.9884520083258403,0.8067237239511817,6.2981463027211335,3.93,554.366773056288,345.7820437,-79.78161901,40.45945396,-0.08261168942528589,0.08337021082168221,-1.1021069069765204,-4.978884350944365,0.8296256986155781,2.07170440526814,6.400000095,82.0
68.2,86,matrice_100,5.168852341502608,2.964456410448375,0.03469094476846739,-1.3096944154975634,0.4165222482208527,-0.9922849593948257,0.7588011816420122,6.172779385640537,3.93,559.1629768673304,345.8305285,-79.78157646,40.45947229,-0.09686749488107982,0.08961856955361469,-1.09070839110288,-4.249780831625057,1.8182157872927864,-3.5695431064832923,6.1999998089999995,84.0
69.0,86,matrice_100,5.159019571998317,2.981963081124417,0.024452862975078687,-1.2498337480391617,0.37188373036599537,-0.9902369908070693,0.6566662773655125,6.0440982138546575,3.93,570.5101773839472,345.8891604,-79.78152771,40.45949373,-0.06536646887581672,0.06808174017626031,-1.0998755177148356,3.1657104776571696,-1.3734335210739872,-2.5915831610749254,6.099999905,84.0
69.7,86,matrice_100,5.154652452265436,2.9712747222913647,0.023664208321342105,-1.1927127732395442,0.4196932610790077,-0.9839378334940794,0.6333941731506993,5.926165088149476,3.93,552.4556959339218,345.9771884,-79.78148527,40.45951233,-0.07201694332637566,0.07747649133911041,-1.1037328691517634,-5.303876268287101,-2.819170591667816,-4.18539945494693,6.0,83.0
70.5,86,matrice_100,5.17019074211847,2.9598397572063564,0.004387481403971882,-0.6110459915339834,0.6924501376319254,-0.9825652464468814,0.6196135990291631,5.7967213219198666,3.93,531.8870954114602,346.0650485,-79.78143644,40.45953332,-0.06613117601313077,0.07183112014716349,-1.0925409098256456,10.214033930635065,-2.398781201435798,7.1476717563435015,5.8000001910000005,85.0
71.2,86,matrice_100,4.856662809377883,2.738216030330084,0.11422145690708993,0.42362907208554407,1.0412146840002368,-0.9835765944206589,-0.16733614017694878,5.487983348989063,3.93,521.2652745874499,346.1164935,-79.78138779,40.45955427,0.06782452736087302,-0.0445350855302468,-1.09714657079095,5.0420345559123145,50.218084753835754,3.2774143866916545,5.599999905,85.0
71.9,86,matrice_100,3.4840521074036657,1.9957573928134447,-0.014642696659614185,1.3186674731433947,1.1923241112139615,-0.9922747648033402,-1.9823584112302228,4.318647172259351,3.93,556.3435783157772,346.0968707,-79.78135195,40.45956925,0.3209938784390992,-0.2720703571103785,-1.088756121690501,-12.441815362452054,7.275879485483613,-13.144194468628854,5.099999905,117.0
72.7,86,matrice_100,1.3387377675195724,0.8667175151191777,-0.19978073241750155,1.7483807288467372,1.0204026483046227,-1.0027816993436283,-3.0840051319977624,2.1317115632545423,3.93,611.8704116124829,345.94763969999997,-79.78133136,40.45957767,0.39310024379591096,-0.3474384992797473,-1.0795717790951371,2.2377958173434025,5.864307372551419,-6.804406037674423,3.700000048,152.0
73.5,86,matrice_100,-0.04910851558874092,0.13925013920922477,-0.07241573236450607,1.5695458284006567,0.5945449264670591,-1.007665225002034,-2.807549621885034,-0.022139647293637488,3.93,600.647302401315,345.8573687,-79.78132989,40.4595766,0.07042101909685229,-0.0700881790905463,-1.5509664485046089,-2.63609504896727,15.470072806691103,90.15387985974763,2.900000095,175.0
74.2,86,matrice_100,-0.46758597138654584,0.08242568505346377,-0.03152957519577069,1.2000239205785763,0.3317753382000229,-1.0071708492802451,-1.959737703202078,-1.7955738174693328,3.93,571.7395788423382,345.6784213,-79.78133393,40.45957192,0.06831344776068425,-0.06445941670486395,-2.609319187048712,-8.724051225636291,-0.2202118594877299,83.09775484154392,3.0,232.0
75.0,86,matrice_100,-0.6961257481095501,0.11892100058448704,-0.048780373997853045,0.7983050892630623,0.6998571743794898,-1.0054137045136031,-1.4571414993331413,-2.6748102785161243,3.93,581.2531794170997,345.7050402,-79.78134179999999,40.45957044,0.010150616613562067,-0.05910470994128268,2.659672428309941,53.61670154388957,-14.419000639130848,19.383639712302212,3.099999905,237.0
75.7,86,matrice_100,-0.9692302670635294,-0.5517346858121094,0.050816356062514736,1.0596169240350335,1.3462728311500836,-0.9960644194192756,-2.11449393481272,-2.097590425932261,3.93,616.8669907010943,345.8057559,-79.78134890000001,40.45956916,-0.21241103178019557,-0.023286596110245264,2.6965512727814147,-8.594417633727218,-4.182232430734344,-13.059554794005168,3.099999905,236.0
76.5,86,matrice_100,-1.346996855427315,-1.9754005184691923,0.1624355865256914,1.597496041931322,1.9624662959573709,-0.9860432860996642,-3.0750845586252593,-1.8811158342743575,3.93,628.1411964400259,346.01684589999996,-79.78136044,40.45955943,-0.27432583699390006,-0.09458667543991296,2.7033939868167685,3.678891013064199,-1.8378470402273541,9.536931659731374,3.599999905,206.0
77.2,86,matrice_100,-1.850644497392524,-3.506201295351603,0.19951652956834226,1.850239572602812,2.06265467359595,-0.975625960063709,-3.377986078821928,-3.367330435697119,3.93,627.5570403222749,346.21979550000003,-79.78137322,40.45954077,-0.302908958744081,-0.1371954387713464,2.6727129577514206,2.7287154527193325,-2.6221480530224155,-5.099656176523487,5.099999905,221.0
78.0,86,matrice_100,-2.4114780587706335,-4.719413575409527,0.23360338782483656,2.1547859570107795,1.6427232641054648,-0.9559386871070645,-4.30798465540292,-4.684847004737969,3.93,583.8186449440036,346.4535296,-79.78139362,40.45950841,-0.2583255592576864,-0.14741197867601802,2.6578756696623,6.026474825870949,28.656407003348896,2.883378247542459,6.599999905,241.0
78.7,86,matrice_100,-2.800358334469326,-5.374355832319231,0.10184758683171036,2.2382389255275634,1.139619277954615,-0.9453249228152989,-6.295739871406144,-4.51704804895941,3.93,531.0351522821519,346.62233,-79.78141965,40.45946892,-0.18562582945780073,-0.11926052345021104,2.662919136895759,-3.7919728855959733,3.4242342487361332,0.9866672423167493,8.199999809,211.0
79.4,86,matrice_100,-2.937658299362208,-5.59941121473805,-0.1109935924481104,2.0491926072736804,0.6399832834874674,-0.951480668626411,-7.886413971497689,-3.4966314385251054,3.93,508.1332032431759,346.65921810000003,-79.78144493,40.45943206,-0.12691979466120448,-0.07141070951258038,2.6701102235438996,4.8968157671305494,6.345551412345194,7.891089136483885,8.899999618999999,199.0
80.2,86,matrice_100,-2.8741730027279133,-5.58638992463511,-0.20794618332751558,1.8409669296458362,0.4148259615692226,-0.9627705107465993,-8.284075689960659,-2.931631232561548,3.93,504.5998998780759,346.6047823,-79.78147083,40.45939465,-0.10141931927541604,-0.05473844866527391,2.6590283814901907,7.863382501793185,2.020023325668442,4.70216303922159,8.800000191,200.0
81.0,86,matrice_100,-2.7071479366032984,-5.3963338633124165,-0.2687367142465871,1.6901729477382221,0.383506729700754,-0.9768854009537755,-7.913716667203957,-3.0970373078850573,3.93,516.8329600242694,346.36347989999996,-79.78149827,40.45935405,-0.07611755375152089,-0.05132644327447456,2.6617122989323687,1.6324127363042997,3.694104818694088,-6.8003177546230456,8.5,201.0
81.7,86,matrice_100,-2.5506975859334196,-5.203995988665421,-0.3146161704409449,1.5934932913028972,0.48878274839105645,-0.9924822979732228,-7.640819844102269,-2.96539948301156,3.93,529.6895672815006,346.1036608,-79.78152089,40.45932064,-0.1042605219318453,-0.03880220998841867,2.665106601989782,-1.824213738675334,-3.292496984986458,-0.4007643252416378,8.100000381000001,198.0
82.5,86,matrice_100,-2.461973672416084,-5.135205026527314,-0.3091266830241028,1.5868432735006353,0.5993892103440703,-1.0001018336656733,-7.630848280406484,-2.525082373665662,3.93,541.3404946401618,345.82392139999996,-79.78154521,40.45928366,-0.1223432410373906,-0.04434719678383638,2.683453704549152,-2.691817028008687,3.3682546678700254,3.8563918483054613,8.0,200.0
83.2,86,matrice_100,-2.464311348345089,-5.178378241795871,-0.21900357291310119,1.6405272815430698,0.6861598215913172,-1.0037073757500115,-7.6729240261514935,-2.244209759467521,3.93,546.9302084289596,345.60015130000005,-79.78156593,40.4592514,-0.14517945486714814,-0.06551302287460611,2.67419613698408,5.912472553937076,-0.31669806677931955,9.742604027618306,8.0,192.0
84.0,86,matrice_100,-2.4876752338434764,-5.28475299659952,-0.0873881347926934,1.700542473646052,0.6722622677692559,-0.9982957228007201,-7.704357335768722,-2.267765615983595,3.93,550.9789262947952,345.4522784,-79.78158975,40.45921359,-0.15672478286686803,-0.062082362267178566,2.66366576815706,-5.299379007961559,-0.35079610297048364,-2.775256527938912,8.0,197.0
84.7,86,matrice_100,-2.4824105456494734,-5.329081258888976,-0.03435136163786008,1.8195412657526073,0.6299864627950577,-0.9878004575345918,-7.819892999456028,-2.2562981488369087,3.93,519.3421676095301,345.4326937,-79.78161086,40.459179799999994,-0.11952432194346578,-0.049452229254068336,2.6589754372820313,-1.3613570031471172,1.4275049232991914,-3.9866892118201926,8.199999809,197.0
85.41,86,matrice_100,-2.5011237322664037,-5.315389627649182,-0.06639586738489692,1.8468946366175945,0.5846638825665729,-0.9761159003305071,-7.835754837060355,-2.3955395277563896,3.93,492.85076773112735,345.4819338,-79.78163491,40.45914115,-0.13128662877852978,-0.07197270627789246,2.6560924588221813,4.8029032289589075,-3.605220558132515,1.1354481670066219,8.199999809,197.0
86.2,86,matrice_100,-2.5541318430486433,-5.31208939694933,-0.06746436504045819,1.8604845669086951,0.5786953121307006,-0.968201291176675,-7.816339202028347,-2.5376332545130778,3.93,508.174533290707,345.5142977,-79.78165639,40.45910747,-0.13653481189222874,-0.06427517414835289,2.6570232850174076,-2.707719185133645,-0.2876467001434473,5.9699383873237535,8.199999809,202.0
87.0,86,matrice_100,-2.572201515519212,-5.311074605482111,-0.058014603485728934,1.9149095332303996,0.6316683126169955,-0.9709479742035821,-7.97160026197094,-2.3434374858591767,3.93,518.4843787656869,345.514313,-79.78168137,40.45906905,-0.1338295335023578,-0.05689318759864777,2.6588126717865266,-1.8450345092883726,3.0020883990873624,-1.0519758365947363,8.300000191,194.0
87.7,86,matrice_100,-2.5570095058692432,-5.347847663950306,-0.0748620638054198,1.8864249152444152,0.6289765801718293,-0.9723715127804129,-8.060783970112903,-2.189903547526349,3.93,520.2662259782603,345.4776537,-79.78170592,40.45903051,-0.15212265606513445,-0.06713541870793452,2.6550119134732575,5.5592254521105815,1.0007627489221014,2.891161248935736,8.399999618999999,195.0
88.41,86,matrice_100,-2.575005403226201,-5.412351596828832,-0.06720415149401163,1.8370797198811502,0.6182229984270181,-0.9765473969499954,-7.838445896713253,-2.542160331012075,3.93,519.7286995681295,345.4337542,-79.78172741,40.45899642,-0.13848331062304842,-0.07440789608346993,2.6455343250946153,1.3063390173485774,4.094680927300025,2.3608819913443972,8.300000191,201.0
